id,dataset,text,oracle
12139,DatasetSenti4SDSO_test_4,tags may be self closing or not. would it be possible for a regular text:,0
12140,DatasetSenti4SDSO_test_4,"There's no such thing. Any such log would have to be programmed into the database, so no worries, you don't have to disable it since it doesn't exist by default!",1
12141,DatasetSenti4SDSO_test_4,"Also, you might find that being able to cast our variables makes working with events in Dart bliss.",0
12142,DatasetSenti4SDSO_test_4,"excellent question, thanks!",1
12143,DatasetSenti4SDSO_test_4,"I don't think there is a native way to do this (). But you can do it naively (this will be efficient, but is a pain to write!):",0
12144,DatasetSenti4SDSO_test_4,What possible enhancements can be made in the Basic Radix Sort Algorithm?,0
12145,DatasetSenti4SDSO_test_4,@panique No worries!,1
12146,DatasetSenti4SDSO_test_4,+1 for actually *answering* the question.,1
12147,DatasetSenti4SDSO_test_4,Excellent! I got it working with your help.,1
12148,DatasetSenti4SDSO_test_4,Just wondering what actually happens after you exceed 2147483647 records?,0
12149,DatasetSenti4SDSO_test_4,In what context are you asking this question? Database type?,0
12150,DatasetSenti4SDSO_test_4,"Code Contracts are pretty cool, but they do have some limitations. They will only create compiler warnings, not errors. Also, this analysis is pretty slow on large projects. However, I'm hoping this technology will evolve and eventually be integrated into the language itself. It's incredibly promising!",1
12151,DatasetSenti4SDSO_test_4,I ended up with a regular expression:,0
12152,DatasetSenti4SDSO_test_4,So could you swap 2 user's passwords by moving the password hashes in that file?,0
12153,DatasetSenti4SDSO_test_4,Then what should you do?,0
12154,DatasetSenti4SDSO_test_4,I'm a complete newbie to C++. Can somebody explain to me how this works?,0
12155,DatasetSenti4SDSO_test_4,"No worries, his answer is much better!",1
12156,DatasetSenti4SDSO_test_4,Which D? There are at least a few D's around,0
12157,DatasetSenti4SDSO_test_4,"Excellent, thanks! This was very useful to me.",1
12158,DatasetSenti4SDSO_test_4,"Excellent, thanks for that!",1
12159,DatasetSenti4SDSO_test_4,"If you're really worried about that, make an NSTimer that fires in say 5 seconds, and send traffic when it fires. Invalidate the timer when your view disappears.",0
12160,DatasetSenti4SDSO_test_4,"I am using as templating engine and I am really loving it. However, now I have run in a situation which definitely mustbe accomplishable in a simpler way than I have found. What I have right now is this: What I am looking for is something more like this: Is there a way to accomplish this which I haven't seen yet? If I need to create my own extension, how can I access myVar within the test function? Thanks for your help!",1
12161,DatasetSenti4SDSO_test_4,Excellent! Just what i needed!,1
12162,DatasetSenti4SDSO_test_4,"Yes, GridBagLayout is really painful. But it's still powerful. In many cases, you cannot escape from it. Lets check this tiny utility to see it it ease your pain",0
12163,DatasetSenti4SDSO_test_4,Try using a instead. I don't think HashMaps guarantee order. output,0
12164,DatasetSenti4SDSO_test_4,@Jason no worries!!,1
12165,DatasetSenti4SDSO_test_4,"Excellent! Thank you so much for the thorough explanation, and for providing the demo. So `eval()` allows you to access the value stored in each variable. This is handy if you want the name of your variable to itself be stored in a variable. Handy! You did an excellent job explaining. Gold star for you. :)",1
12166,DatasetSenti4SDSO_test_4,If you are really worried to know user's Browser Info then you need to determine the Browser and pass that to action.. Look at,0
12167,DatasetSenti4SDSO_test_4,Wow - excellent! How did you find this age old question? :),1
12168,DatasetSenti4SDSO_test_4,See http://stackoverflow.com/questions/94935/,0
12169,DatasetSenti4SDSO_test_4,Just save the stream to a file using and load it with Documentation,0
12170,DatasetSenti4SDSO_test_4,how to increase the distance between the text and the check box in flex ?,0
12171,DatasetSenti4SDSO_test_4,This is excellent! :),1
12172,DatasetSenti4SDSO_test_4,"The above solution works, but not for the latest version of Gradle.",0
12173,DatasetSenti4SDSO_test_4,"Hi I am developing an android app a musicplayer.It works well except when you hit back key of your phone. It keeps playing song in back ground which is very desirable,but when you open the application again to pause or stop it does not works . I guess a new instance of the application is created on opening the app again. I dont want to create a new instance i want to open the older one to stop it.I hope i am clear.Is there any way to do this.",0
12174,DatasetSenti4SDSO_test_4,"Excellent, thanks very much!",1
12175,DatasetSenti4SDSO_test_4,Prune them.,0
12176,DatasetSenti4SDSO_test_4,You should . It has a lot of good packages. I found these packages to help you with zip files for example: The NPM registry is really amazing :),1
12177,DatasetSenti4SDSO_test_4,@Alex: Great :) Happy further coding!,1
12178,DatasetSenti4SDSO_test_4,Did you ever find a solution?,0
12179,DatasetSenti4SDSO_test_4,Is there anyway to do this in configuration?,0
12180,DatasetSenti4SDSO_test_4,"Excellent! I'll make it as answer, that you can hopefully accept with a lovely big green tick :-)",1
12181,DatasetSenti4SDSO_test_4,"after some tests i found a fast solution , you can add in top of your index page: it work very fine :)",1
12182,DatasetSenti4SDSO_test_4,Does not work in Symfony 1.0,0
12183,DatasetSenti4SDSO_test_4,@OregonGhost: Does it matter?,0
12184,DatasetSenti4SDSO_test_4,I answered this a couple of days ago:,0
12185,DatasetSenti4SDSO_test_4,"The clue is: If you actualy have defined the table, then you have suffered the major (probably only!) sqlite gotcha. If the database file doesnt exits it will quietly create an empty database for you. Double check you file path and look for a new empty sq3 file appearing in your directory.",0
12186,DatasetSenti4SDSO_test_4,"will give you what you want, I think.",0
12187,DatasetSenti4SDSO_test_4,"I don't think you want this - if I'm typing a document into Word and I hit K, I'm going to be very angry when your application pops up instead of a ""k"" appearing in my document. Windows allows you to assign shortcut keys to an icon on the desktop, but it limits them to the function keys or to combinations containing both Alt and Ctrl. Right-click on a desktop icon and go to Properties, and look for the field marked ""Shortcut key"".",0
12188,DatasetSenti4SDSO_test_4,Can library under GPL be used in the commercial software? How about lgpl?,0
12189,DatasetSenti4SDSO_test_4,Try to add the complete failed message in the question!,0
12190,DatasetSenti4SDSO_test_4,"not woking at macvim, and not support pathogen",0
12191,DatasetSenti4SDSO_test_4,"@Ryono: what do you mean by that, exactly?",0
12192,DatasetSenti4SDSO_test_4,"MS Access is not involved here, only the Jet database engine.",0
12193,DatasetSenti4SDSO_test_4,I can confirm that this works.,0
12194,DatasetSenti4SDSO_test_4,... or any rounded corners...,0
12195,DatasetSenti4SDSO_test_4,"I figured out the problem. I was writing out the NULL terminator and that's what was causing libxml2 to choke (although I could have sworn I already tried it without the NULL terminator, d'oh!) The fixed code should simply be:",0
12196,DatasetSenti4SDSO_test_4,Simply use . It will point out all your memory allocation mistakes with excruciating preciseness.,0
12197,DatasetSenti4SDSO_test_4,You can run to get the total number of contacts. Another solution -,0
12198,DatasetSenti4SDSO_test_4,"Since that link could break, you may want to copy the relevant info into your answer.",0
12199,DatasetSenti4SDSO_test_4,have you actually tried your solution?,0
12200,DatasetSenti4SDSO_test_4,I don't see much out there for java but I would look into with JNI.,0
12201,DatasetSenti4SDSO_test_4,"Also, you need to use `$(this)` instead of just `this`",0
12202,DatasetSenti4SDSO_test_4,Perhaps you have not set up the terminal settings Follow the steps below : Open terminal Go to your folder where you want to install cocos2d write Cocos2d will install successfully Enjoy Programming !!,0
12203,DatasetSenti4SDSO_test_4,What NSMutableArray methods correspond to these Javascript Array methods?,0
12204,DatasetSenti4SDSO_test_4,"This is by design - & is usually a desirable outcome! Linq-to-SQL inserts child objects to preserve relational integrity. If you can turn that off somehow, the next obvious solution is to remove the relationship. This is not an ideal suggestion but it will work. Now A does not have a ClassB object, and hence the Insert statement will not insert your B.",0
12205,DatasetSenti4SDSO_test_4,You should be able to set an expectation on and then call directly.,0
12206,DatasetSenti4SDSO_test_4,$row is blank after the query,0
12207,DatasetSenti4SDSO_test_4,"Ah, so you found it: http://stackoverflow.com/questions/268062/",0
12208,DatasetSenti4SDSO_test_4,"I've never come across native support for this (although that'd be pretty awesome), but there *might* be a plugin (or you could write it yourself!).",0
12209,DatasetSenti4SDSO_test_4,Duplicate question http://stackoverflow.com/q/650238/684229,0
12210,DatasetSenti4SDSO_test_4,"Then you could better do \`__file_\_\`, to get `__file__`.",0
12211,DatasetSenti4SDSO_test_4,You should be more explicit as to which RDBMS you are using.,0
12212,DatasetSenti4SDSO_test_4,"If you're really worried about string/character size, have you thought about compressing them? That would automatically reduce the string to it's 'minimal' encoding. It's a layer of headache, especially if you want to do it in memory, and there are plenty of cases in which it wouldn't buy you anything, but encoding, especially, tend to be too general purpose to the level of compactness you seem to be aiming for.",0
12213,DatasetSenti4SDSO_test_4,You can use contents along with filter. Try this: Working example @,0
12214,DatasetSenti4SDSO_test_4,How is it invariant if you're using the current culture?,0
12215,DatasetSenti4SDSO_test_4,"well, without binding I only managed with: it redraws everything...",0
12216,DatasetSenti4SDSO_test_4,Links are no longer valid fyi,0
12217,DatasetSenti4SDSO_test_5,That's a terrible soution actually!,-1
12218,DatasetSenti4SDSO_test_5,"Why close this as ""not a programming question?""",-1
12219,DatasetSenti4SDSO_test_5,"JLists don't offer a method for this, and that's very sad. Do you know how to do it?",-1
12220,DatasetSenti4SDSO_test_5,"XCode 5.0 Console Not Showing After Exiting App and Reopening. I put a simple NSLog in the next screen that I push to and there is no logging of it in my console. This makes it a pain to debug! I segue from one screen to a tabbar controller, if that helps? Has anyone encountered this issue?",-1
12221,DatasetSenti4SDSO_test_5,"I have an Android app that looks absolutely horrible if the user sets their font size to large or extra large (via Settings -> Display -> Font size in Ice Cream Sandwich). It just plain wasn't designed for variable font sizes, and it makes a lot of the text unreadable. I've seen applications that preserve the font size for most views, so I know that there has to be a way to do this. Is there a simple way for me to tell the application to ignore the user's font size preference? And if there isn't, how would you suggest that I go about calculating the font sizes? If nothing else, is there a way for me to retrieve the user's font size preference?",-1
12222,DatasetSenti4SDSO_test_5,Nobody answers here..sad!!!,-1
12223,DatasetSenti4SDSO_test_5,"so im using a simple submit binding to pass a function data: i just started working with KO so i was to write a basic print function to test this input out: my problem is when i hit submit i get a ""you entered: undefined"" but when i refresh the page the input that is in the form gets an alert. this is very frustrating! idk if this is a knockout problem or a simple HTML one.",-1
12224,DatasetSenti4SDSO_test_5,Such awful code!,-1
12225,DatasetSenti4SDSO_test_5,"In Sublime Text 2, if I press escape the page goes into COMMAND mode, which seems to take text input as commands, rather than actually typing the text. Another oddity is the VISUAL mode, and I have no idea what it does besides it seems to highlight text. I think they came installed with the theme that I got, 'soda', maybe. Anyway, I searched and found out you can turn off COMMAND mode by pressing 'i'. Regardless, both of these modes are extremely annoying, how do I get rid of them?",-1
12226,DatasetSenti4SDSO_test_5,"I really really hate to ask this, but did you try rebooting?",-1
12227,DatasetSenti4SDSO_test_5,"The problem is exact what mysql is telling you : you have too much data for one table. Not only the number of fields are counting towards them, but also their size.. But the real problem is in your database design, you have designed a table that is crying out for help : 'split me up, split me up!' You should your design ..",-1
12228,DatasetSenti4SDSO_test_5,I'm afraid you can't!! Weka is not covering that functionality.,-1
12229,DatasetSenti4SDSO_test_5,C is a cruel master!,-1
12230,DatasetSenti4SDSO_test_5,"@David Wallace: Yes, and it's even more sad when some guys -1 the correct answer!",-1
12231,DatasetSenti4SDSO_test_5,Hmm I fear I've opened a Pandora's box of higher maths! I'll see if I can understand any of those articles...,-1
12232,DatasetSenti4SDSO_test_5,Is this visual studio specific or all c++ projects behave this way? Why??,-1
12233,DatasetSenti4SDSO_test_5,@Robáµ© I really hate passing booleans into functions.,-1
12234,DatasetSenti4SDSO_test_5,"The search term on both Stackoverflow and PInvoke.net yields zero results, so this should be worth asking. I've been fiddling around on MSDN and looking through Win SDK *.h files all day, and feeling a bit out of my element. I'm basically attempting to query the MSRPC endpoint mapper with managed code. Here is what I have so far: The above code isn't complete, but it illustrates my point. The code consistently returns: RpcMgmtEpEltIngNext: 87 87 meaning Parameter is Incorrect according to . So I'm basically stumped at this point, and I'm sure it's because of my extremely crappy PInvoke code.",-1
12235,DatasetSenti4SDSO_test_5,That's too sad :(,-1
12236,DatasetSenti4SDSO_test_5,"Oh, right. That'd be the forum template that generated that. And no worries, I didn't take it personnally !",-1
12237,DatasetSenti4SDSO_test_5,Why would you want to do that? Your use case sounds extremely malicious.,-1
12238,DatasetSenti4SDSO_test_5,"fails horribly for, e.g., `domain = 'http://www.google.co.uk/'`",-1
12239,DatasetSenti4SDSO_test_5,"""Error starting recording"", every time. OH how I hate meaningless error messages!",-1
12240,DatasetSenti4SDSO_test_5,"What a sad answer!! Maybe I can just don't install it, and leave the hell to user.",-1
12241,DatasetSenti4SDSO_test_5,"GridView? And accept some answers, for crying out loud!",-1
12242,DatasetSenti4SDSO_test_5,"I really hate asking questions that I feel were asked a thousand times before. This is one of those questions I feel others must have encountered, , none of the supposed solutions work for me so I must be doing something wrong..... I have an extremely simple app setup. index.htm, and terms.htm. There is some textual data in test.htm. I set both and at the appropriate time after stuff has loaded. At first I tried loading terms.htm's data into an element within index using (both test and index are in the same root /assets/www/ directory, and my webview loads index oncreate) but absolutely nothing was happening. So I opted to try .ajax so that I could at least get an error message, and all I get is 'error'. Surely, it is possible to load local textual assets with JQ on DroidGap?",-1
12243,DatasetSenti4SDSO_test_5,"For various reasons Microsoft decides that some info should be kept away from developers. But people through reverse engineering find out what these reserved fields are about and produce their own documentation. Some times people guess correct. Some times Microsoft makes breaking changes, and people scream ""How dare you!"". And life goes on.",-1
12244,DatasetSenti4SDSO_test_5,It is very sad :(,-1
12245,DatasetSenti4SDSO_test_5,"Currently making a java program that grabs data off of a MSAccess Database and some of these errors are extremely frustrating. I keep getting this SQL.Exception : Too few parameters. Expected 1 error on the last remaining bugs in this program. Little background on the db: It has 3 tables (A player table (11 columns), a team table (3 columns), and an Opponent table (6 columns). These are both of the functions and I am fairly certain the problem lies in here somewhere or this function",-1
12246,DatasetSenti4SDSO_test_5,"Is search and replace the only way to rename as asp control in the code behind file? I find this extremely annoying, but it is the only way I can find. Scenario: I'll find a variable that needs renaming (Usually to meet naming convention) I'll rename the variable in the aspx/ascx file. I'll have to go in the code behind files and search and replace. I get annoyed Are there any better ways - preferably that would not touch a similarly named variable in another scope in the project. I'm on VS2008 with resharper -- does VS2010 address this perhaps?",-1
12247,DatasetSenti4SDSO_test_5,It's very painful to add multiple tickets to Trac or to have it as your own todo list. That causes people to use their own task management tools so tasks are then spread all around. Is there any plugin or macro that would quicken the process of adding a ticket?,-1
12248,DatasetSenti4SDSO_test_5,@afr0 I'm afraid I don't understand what you mean! That example is using an ajax call when creating a ProductViewModel object to get the data.,-1
12249,DatasetSenti4SDSO_test_5,"They sure didn't @MichaelSzyndel . It's extremely frustrating. I am using the latest ver, too. I really would like to get it working properly.",-1
12250,DatasetSenti4SDSO_test_5,"Why on my ""git push"" command I get the following very scaring error message? I've appended the text as it appeared on my shell, the strange symbols are shown. Is my Git installation broken? My fist git clone was using https I'm using on Ubuntu 10.10 x86_64",-1
12251,DatasetSenti4SDSO_test_5,"When querying from the database using Entity Framework, what exceptions should one catch and what should be done about them? Generally I use because I have no specific action or feedback for every possible type of error, but I am constantly reminded that this is a terrible idea and that specific exceptions should be caught and handled! Example: What are the standards/guidelines for handling EF exceptions?",-1
12252,DatasetSenti4SDSO_test_5,I am trying to override Control-Meta-Down Arrow and Control-Meta-Up Arrow in emacs. I've tried all sorts of combinations of: and: etc... but it always says: . This means it is only taking into account the . Why is it ignoring the Control?? I've been working on this for 3 hours and emacs online documentation with regards to key bindings is surprisingly absolutely terrible.,-1
12253,DatasetSenti4SDSO_test_5,"In VB.NET you can, with the keyword (I believe). But what you're trying to do seems really horrible. Just set them explicitly. It's almost exactly the same amount of code.",-1
12254,DatasetSenti4SDSO_test_5,"I kept a bitmap inside a movieClip, bitmap has been set to be smoothing. but when I changed the scale of this movieclip, it still got pixelated. Do we have the way to avoid. it is really painful.",-1
12255,DatasetSenti4SDSO_test_5,"I have a client server application that communicate through wcf at transfare mode stream. when the client try to download the file in one peace, its working but when The client try to take the whole file in 2 peaces, the file that downloaded is damaged and can not be open. Client Code: Server Code: Im really hopeless and dont know what is the problem.",-1
12256,DatasetSenti4SDSO_test_5,"Is packed-decimal part of the EBCDIC format, or is this just a file which happens to use both? I'm not familiar with that format, I'm afraid :(",-1
12257,DatasetSenti4SDSO_test_5,"This is not the answer but I figured out a very sad workaround. Extend the TextView component class In the constructor of the subclass, fire off the code ...yuck",-1
12258,DatasetSenti4SDSO_test_5,"You could look at using , but performance might be completely horrible.",-1
12259,DatasetSenti4SDSO_test_5,"CorePlot: Candle Stick , how to set more distance between every stick when zoom in and zoom out? When i try to zoom out, it looks really terrible. How can i fix it?",-1
12260,DatasetSenti4SDSO_test_5,"isn't generic, so your code is effectively: At that point is it clearer why you need the cast? (Not that the cast will really anything at execution time, of course...) You're not calling which is what you really want to be doing, effectively. It's just another case of Java generics being a bit of a pain :(",-1
12261,DatasetSenti4SDSO_test_5,"I just updated my MacVim to 7.3 and with it, it now changes directories to whatever file I'm currently editing. I use PeepOpen, so it's incredibly annoying to cd back to my project directory every time I want to edit a new file.",-1
12262,DatasetSenti4SDSO_test_5,Gah. parsing HTML with regexes. horrible horrible horrible.,-1
12263,DatasetSenti4SDSO_test_5,"I am currently workin on a visual studio online hosted project that uses git for version control and have run into a problem with the team explorer menu. All of my collegues get this view when connecting to the project: But on my machine, im missing the tiles/buttons and have to right click the current branch, choose manage branches and from there, select Changes/Unsynced commits to handle my code which is extremely annoying. Im using Visual Studio 2013 Ultimate for this project, but i also have VS2012 installed.",-1
12264,DatasetSenti4SDSO_test_5,"I had the same problem and ended up doing the same workaround. When I was done I didn't really hate it though, because it allowed me to free-up the UIPageViewController and all of it's child UIPageViewControllers and all of their resources when the user wasn't actively using the tab.",-1
12265,DatasetSenti4SDSO_test_5,-1 for not explaining or giving details. I hate these types of questions!,-1
12266,DatasetSenti4SDSO_test_5,"this is a disgustingly horrible hack, but it might get the job done:",-1
12267,DatasetSenti4SDSO_test_5,Yes. You make me sad :(,-1
12268,DatasetSenti4SDSO_test_5,Never been this frustrated before... I HATE UIs! Will have to deal with them one day,-1
12269,DatasetSenti4SDSO_test_5,"Tools to automate alteration of markup code for any objective are a horribly frightful proposition. Simply write your code correctly the first time. If you have archaic code then it likely has many other problems in addition to SEO, and automatically imposing global changes can expose problems you may not be prepared to address.",-1
12270,DatasetSenti4SDSO_test_5,A copy of an infinitely long string terrifies me!,-1
12271,DatasetSenti4SDSO_test_5,"After installing a lot of apps, and building a few myself, I'm sure many people have been wondering about this. If I'm looking through my SD card it looks absolutely horrible, and its really hard to find folders that are mine for putting music/videos/pictures in between all the folders for different applications. Is there any conventions here that we, the developers, should try to put their apps into one base folder or has Google forgot about this completely?",-1
12272,DatasetSenti4SDSO_test_5,"My NSLog messages no longer show up in my Debug Area. Anyone have an idea how the could have happened? I can hit command-7 to bring of a list of logs in the left pane, select the latest one and view it in my editor window, but it is extremely annoying compared to having the console output in the debug area.",-1
12273,DatasetSenti4SDSO_test_5,Could you break this down for me? This looks scary :O,-1
12274,DatasetSenti4SDSO_test_5,Instead of loading everything which is neither possible nor really desirable I would use a sliding window instead - when you reach a certain maximum list size (say i.e. 300 items) you automatically remove the top 100 items when you add the next 100 items to the bottom. If you scroll just right after the update this shouldn't even be noticeable by your users.,-1
12275,DatasetSenti4SDSO_test_5,Hate ghost comments! :(,-1
12276,DatasetSenti4SDSO_test_5,"Here is my PHP code.. ..I'm extremely crappy with my JavaScript code, could someone help me convert this? I basically want to convert a variable such as ""marine-heavy"" to ""Marine (heavy)"".",-1
12277,DatasetSenti4SDSO_test_5,"I really hate to answer my own question but I found the problem and the report is opening as of right now. I only came across this by chance but it seemed to work. I changed the setting of Display on SharePoint Site to Do Not Display. I never noticed that option before so I gave it a try. SharePoint is on the laptop which I didn't know at the time and I know nothing about it, but at least it shows on the screen now.",-1
12278,DatasetSenti4SDSO_test_5,"I've done some easy .hover(function() statement in jQuery. When i hover over a text i simply want a #div.fadeIn, and on non-hover fadeOut. It works. But it's just if i spam the text-trigger with hover and un-hoverring really quickly and then stop the animation begin to give a blinking effect. It just kind of loops, really annoying!",-1
12279,DatasetSenti4SDSO_test_5,it generate but i need But in i did not find a way how to change ID attribute. i need to use text_field_tag because it fills textbox with params if submit fail. if i think about im worry if i change an ID it does not fill a param ?!,-1
12280,DatasetSenti4SDSO_test_5,"In python's the following minimal working example below draws correctly to the screen, and to the . In the resulting however, the edge lines are still drawn. How can I fix this? PNG result PDF result While it seems trivial, it becomes extremely problematic when you stack 200 plots, all you see is an ugly mess of black!",-1
12281,DatasetSenti4SDSO_test_5,I got it.. this is incredibly silly question! Static means I just access it directly from Without using it from the instance.,-1
12282,DatasetSenti4SDSO_test_5,That's terrible :(,-1
12283,DatasetSenti4SDSO_test_5,"what is that downvote? it's real and valid question, and I hate DRM too!",-1
12284,DatasetSenti4SDSO_test_5,Oh the horror! Try `page.php#iframe_id` as the target.,-1
12285,DatasetSenti4SDSO_test_5,"You should never, ever use . It gets really really slow as the size of table grows. Instead you should . In case you have irrational fear of learning, here is there solution which would do what you ask for:",-1
12286,DatasetSenti4SDSO_test_5,"To my limited knowledge, in Android, any activity must belong to a given process. However, the book says: "" The activity life cycle is not tied to the process life cycle."" that is to say, even if the process has been completely killed, its activities can still be alive! What makes me confused is: Because the input handlers of an activity are bound to the process. If the process has been killed, how do its activities react to the user's inputs?",-1
12287,DatasetSenti4SDSO_test_5,"Does anybody have a simple code to display a list (list view?) of all the apps installed on a phone, and have the user open one when clicked? Or even an App drawer. I just need a way to have the user open all of their apps. I have tried searching for tutorials, but couldn't find any, and I downloaded the example home from Android, but I absolutely hate looking through code and digging out what I Want.",-1
12288,DatasetSenti4SDSO_test_5,"I would guess it is doing basic sanity checking (i.e. should anything have changed) - to prevent unexpected source code changes (I hate it when opening a file can cause side-effects - I'm looking at you, DBML!). On a side note, to force serialization generally (I don't think it will apply due to the above): the and are a convention used by the framework.",-1
12289,DatasetSenti4SDSO_test_5,:( :( :( :( :( :(,-1
12290,DatasetSenti4SDSO_test_5,Excellent question! I can't figure this out either. Please post the answer here if you figure it out.,1
12291,DatasetSenti4SDSO_test_5,"John, Your solution is absolutely awesome! But, just to share, I have been using this method above until I see your ideia. So, it seems not to be the best solution for this, but for sure it is a way around.",1
12292,DatasetSenti4SDSO_test_5,Excellent workaround..!,1
12293,DatasetSenti4SDSO_test_5,"No worries, just run some tests and see what fits better your usecase!",1
12294,DatasetSenti4SDSO_test_5,"I am creating a small widget and I want to allow others to use it. The iFrame is loaded from HTTP - but I want to allow users to login via HTTPS i.e. that is - send a request for login via SSL Is this allowed within the same-origin policies or ? i.e. the scenario is that a user can integrate my javascript to their website, the widget opens and i want to allow them to login via https ? Any help would be hugely appreciated :)",1
12295,DatasetSenti4SDSO_test_5,"@ceejayoz I use svn for development, but I really hate the idea of having many "".svn"" folders in production.",-1
12296,DatasetSenti4SDSO_test_5,"Im off to bed, maybe fresh eyes will spot it.",-1
12297,DatasetSenti4SDSO_test_5,Excellent! You should document that as an answer and accept it so many more people can solve this with a google search on 'single line of text' :),1
12298,DatasetSenti4SDSO_test_5,"I would like to get back all the option selected of a multiple select when i submit my form. like : using somthing like that : and get an array with all the value selected like ['2','3'] All that, without jQuery and in js or php is fine :) thx!",1
12299,DatasetSenti4SDSO_test_5,"try it out very helpful, loved it n its easy to use",1
12300,DatasetSenti4SDSO_test_5,"I have discovered a mode in , where I can instantly change all same variables. When I am in this mode I get a box around the same variables and I can change one and instantly all others change. I do not know how to enter this mode ""by will"", I just entered it ""randomly"". Therefore, I really appreciate your suggestions, how to enter this mode, because it is extremely useful to me! PS.: I am using NO plugins, just a plain new eclipse installation with java!",1
12301,DatasetSenti4SDSO_test_5,This is heinous. I would not allow such a thing to survive a code review.,-1
12302,DatasetSenti4SDSO_test_5,"This one by Christoph Pojer is pretty awesome! FileManager uses the FancyUpload3 script that is soon to be released for good-looking file uploads. And, it can be easily integrated with TinyMCE as well.",1
12303,DatasetSenti4SDSO_test_5,"I have an array of words that gets shuffled into paragraphs using jQuery. I'm trying to add some commas "","" in between them. Ideally i need a single comma added to every 4th word but this is beyond my modest jQuery skills. This is my code: Really hope you can help!",1
12304,DatasetSenti4SDSO_test_5,"This isn't really pythonic so much as tortured, but here's a short version (with meaningless 1-character variable names, no less!)",-1
12305,DatasetSenti4SDSO_test_5,"It seems very tedious! I have a nine table join to join together, where two of the tables is a inner join and the rest 6 is left outer joins. Is it doable in entity?",-1
12306,DatasetSenti4SDSO_test_5,for some reason that still hates me!,-1
12307,DatasetSenti4SDSO_test_5,I'm afraid I gave up and switched to django instead!,-1
12308,DatasetSenti4SDSO_test_5,@Dennis I edited my answer. I really hate IE!,-1
12309,DatasetSenti4SDSO_test_5,"I'm reading an excellent article by Paul White - ! and he uses this code: I'm trying to find out more about using dbo.Name to declare a variable, not having much luck with books online. Any ideas where I can find this? Thanks",1
12310,DatasetSenti4SDSO_test_5,"I am referring to this behaviour: (Windows doesn't include the mouse cursor in the screen shot, I'm hovered on the uppermost (+) here.) I find this incredibly annoying in some cases, especially with larger methods. In , I have both checkboxes blank.",-1
12311,DatasetSenti4SDSO_test_5,"Excellent information, thanks!",1
12312,DatasetSenti4SDSO_test_5,I used multiple requests - batches of 10. I don't want to anger the Api!,-1
12313,DatasetSenti4SDSO_test_5,excellent in my case use the following code Thanks!!,1
12314,DatasetSenti4SDSO_test_5,"I got very angry with Oracle today after reading lots of editable TableView solutions involving setOnEditCommit, which is just NOT the right way it should be done. Following is a much better and simpler solution I found after digging the JavaFX source:",-1
12315,DatasetSenti4SDSO_test_5,"Still no go, I am afraid :/ This does not remove 'www' from the url.",-1
12316,DatasetSenti4SDSO_test_5,No worries - everything is easier with jQuery!,1
12317,DatasetSenti4SDSO_test_5,"excellent, thanks much!",1
12318,DatasetSenti4SDSO_test_5,I'm having the exact same problem! Incredibly annoying!,-1
12319,DatasetSenti4SDSO_test_5,"Very annoying! If you are desperate to get this working you could force Chrome to redraw the element (on window resize, maybe?):",-1
12320,DatasetSenti4SDSO_test_5,That is really sad :(,-1
12321,DatasetSenti4SDSO_test_5,"Excellent, thanks!",1
12322,DatasetSenti4SDSO_test_5,"Thank you for the excellent answers! @ArnoldSpence is correct: It is indeed a case of memory fragmentation. I confirmed this by modifying my example above to allocate a series of 49 MB buffers after the reaching the ""OUT OF MEMORY"" condition. Sure enough, these all succeeded (up to the 2GB limit).",1
12323,DatasetSenti4SDSO_test_5,I'm afraid I don't know of any other option than work!,-1
12324,DatasetSenti4SDSO_test_5,"I'm currently working on a responsive multi-level menu which currently shows every level of the hierarchy instead of only the first, which is what I want to achieve. I've created a fiddle, which can be found here: Here's the relevant Code: CSS: And also my JS: If someone could lead me in the right direction, I'd be really greatful! Thanks!",1
12325,DatasetSenti4SDSO_test_5,Excellent icons on !!! We use them in PerTrainer iPhone application You can see screenshots here: I also found some good icons here: Hope this helps!!!,1
12326,DatasetSenti4SDSO_test_5,"Well, again thanks for your help, it works very great! Have a nice day =)",1
12327,DatasetSenti4SDSO_test_5,"We have released a beta version of our software, and as we talked to people who started using it, we have found that a lot of the features (which we thought were essential) were not known and not used by the users. What are the possible ways to inform the application users about the features of the application? I personally find the ""Tip of the day"" popups extremely annoying and disable them quickly. Are there better ways?",-1
12328,DatasetSenti4SDSO_test_5,@Joel - no worries!,1
12329,DatasetSenti4SDSO_test_5,Great! Absolutely wonderful! Thank you very much!,1
12330,DatasetSenti4SDSO_test_5,"Absolutely awesome, alexn! I knew I had forgotten about something important. It works like a charm.",1
12331,DatasetSenti4SDSO_test_5,Excellent! Thank you for the follow-up. I added a variation above.,1
12332,DatasetSenti4SDSO_test_5,"If it's forms auth then yes, that's weird. I'm afraid I don't have any idea!",-1
12333,DatasetSenti4SDSO_test_5,Wow great idea! Try to do it with inlineEditSupport. http://www.salesforce.com/us/developer/docs/pages/Content/pages_compref_inlineEditSupport.htm,1
12334,DatasetSenti4SDSO_test_5,please update and you will get to paradise =),1
12335,DatasetSenti4SDSO_test_5,I might explain but documentation on MSDN is already pretty excellent. Consider visiting Following Links. Here is the link to in with Example -- and -- synchronization in -- MFC -- Hope these help,1
12336,DatasetSenti4SDSO_test_5,No worries! How do I determine the difference between template or class?,1
