uid,lexicon,pos,label,lemma,strength,source,isbase,exclude
clearly=>distinctly=>r,clearly,r,p,distinctly,w,liu,f,
demolisher=>None=>None,demolisher,None,n,None,s,liu,f,
resigned=>vacate=>v,resigned,v,n,vacate,s,liu,f,
resigned=>leave_office=>v,resigned,v,n,leave_office,w,liu,f,
resigned=>release=>v,resigned,v,n,release,w,liu,f,
mistress=>mistress=>n,mistress,n,n,mistress,w,liu,t,
mistress=>schoolmarm=>n,mistress,n,n,schoolmarm,w,liu,f,
awed=>awe=>v,awed,v,p,awe,w,liu,f,
brilliances=>brilliance=>n,brilliances,n,p,brilliance,s,liu,f,
brilliances=>magnificence=>n,brilliances,n,p,magnificence,s,liu,f,
brilliances=>glare=>n,brilliances,n,p,glare,w,liu,f,
shamelessly=>unashamedly=>r,shamelessly,r,n,unashamedly,w,liu,f,
toughest=>tough=>a,toughest,a,p,tough,w,liu,f,
embroiled=>embroil=>v,embroiled,v,n,embroil,w,liu,f,
disgustedly=>disgustedly=>r,disgustedly,r,n,disgustedly,w,liu,t,
better-known=>None=>None,better-known,None,p,None,s,liu,f,
preposterously=>laughably=>r,preposterously,r,n,laughably,w,liu,f,
fervent=>None=>None,fervent,None,p,None,s,liu,f,
stronger=>strong=>a,stronger,a,p,strong,s,liu,f,
stronger=>potent=>a,stronger,a,p,potent,s,liu,f,
magnanimously=>magnanimously=>r,magnanimously,r,p,magnanimously,s,liu,t,
disvalue=>None=>None,disvalue,None,n,None,s,liu,f,
ripoff=>None=>None,ripoff,None,n,None,s,liu,f,
trivial=>None=>None,trivial,None,n,None,s,liu,f,
incompliant=>None=>None,incompliant,None,n,None,s,liu,f,
disillusion=>disenchant=>v,disillusion,v,n,disenchant,w,liu,f,
disillusion=>disenchantment=>n,disillusion,n,n,disenchantment,w,liu,f,
illumine=>light=>v,illumine,v,p,light,w,liu,f,
conciliate=>reconcile=>v,conciliate,v,p,reconcile,w,liu,f,
conciliate=>accommodate=>v,conciliate,v,p,accommodate,s,liu,f,
jam=>jam=>v,jam,v,n,jam,s,liu,t,
jam=>fix=>n,jam,n,n,fix,s,liu,f,
jam=>throng=>v,jam,v,n,throng,w,liu,f,
jam=>crush=>n,jam,n,n,crush,w,liu,f,
jam=>jamming=>n,jam,n,n,jamming,w,liu,f,
jam=>obstruct=>v,jam,v,n,obstruct,w,liu,f,
wretchedness=>misery=>n,wretchedness,n,n,misery,w,liu,f,
wretchedness=>wretchedness=>n,wretchedness,n,n,wretchedness,s,mpqa+liu,t,
occluded=>obstruct=>v,occluded,v,n,obstruct,w,liu,f,
antagonism=>hostility=>n,antagonism,n,n,hostility,w,liu,f,
irreproachable=>None=>None,irreproachable,None,p,None,s,liu,f,
cranky=>None=>None,cranky,None,n,None,s,liu,f,
antagonist=>adversary=>n,antagonist,n,n,adversary,w,liu,f,
smash=>crush=>v,smash,v,n,crush,w,liu,f,
smash=>bang_up=>v,smash,v,n,bang_up,s,liu,f,
smash=>bankrupt=>v,smash,v,n,bankrupt,w,liu,f,
smash=>overhead=>n,smash,n,n,overhead,w,liu,f,
smash=>crash=>n,smash,n,n,crash,w,liu,f,
smash=>smash=>r,smash,r,n,smash,w,liu,t,
smash=>hit=>n,smash,n,n,hit,w,liu,f,
smash=>knock=>n,smash,n,n,knock,w,liu,f,
streamlined=>streamline=>v,streamlined,v,p,streamline,w,liu,f,
allegation=>allegation=>n,allegation,n,n,allegation,w,liu,t,
shortchange=>None=>None,shortchange,None,n,None,s,liu,f,
monstrosities=>freak=>n,monstrosities,n,n,freak,s,liu,f,
low-rated=>None=>None,low-rated,None,n,None,s,liu,f,
catastrophic=>None=>None,catastrophic,None,n,None,s,liu,f,
inelegance=>inelegance=>n,inelegance,n,n,inelegance,s,mpqa+liu,t,
dungeon=>keep=>n,dungeon,n,n,keep,w,liu,f,
destiny=>fortune=>n,destiny,n,p,fortune,w,liu,f,
partisan=>enthusiast=>n,partisan,n,n,enthusiast,w,liu,f,
thoughtlessness=>inconsideration=>n,thoughtlessness,n,n,inconsideration,w,liu,f,
thoughtlessness=>unthoughtfulness=>n,thoughtlessness,n,n,unthoughtfulness,s,liu,f,
distressingly=>painfully=>r,distressingly,r,n,painfully,w,liu,f,
taunting=>tease=>v,taunting,v,n,tease,s,liu,f,
taunting=>twit=>n,taunting,n,n,twit,w,liu,f,
exellent=>None=>None,exellent,None,p,None,s,liu,f,
disgruntled=>disgruntle=>v,disgruntled,v,n,disgruntle,s,liu,f,
derogatory=>None=>None,derogatory,None,n,None,s,liu,f,
explosive=>explosive=>a,explosive,a,n,explosive,w,mpqa+liu,t,
explosive=>explosive=>n,explosive,n,n,explosive,w,liu,t,
accusing=>accuse=>v,accusing,v,n,accuse,w,liu+afinn,f,
fiasco=>debacle=>n,fiasco,n,n,debacle,s,liu+afinn,f,
conciliate=>pacify=>v,conciliate,v,p,pacify,s,liu+afinn,f,
insulting=>diss=>v,insulting,v,n,diss,s,liu+afinn,f,
intriguingly=>None=>None,intriguingly,r,p,None,s,liu,f,
barbarously=>barbarously=>r,barbarously,r,n,barbarously,w,liu,t,
refuting=>refute=>v,refuting,v,n,refute,s,liu,f,
tantrum=>fit=>n,tantrum,n,n,fit,s,liu,f,
perfidious=>None=>None,perfidious,None,n,None,s,liu,f,
galore=>None=>None,galore,None,p,None,s,liu,f,
insociable=>None=>None,insociable,None,n,None,s,liu,f,
exalting=>laud=>v,exalting,v,p,laud,s,liu,f,
exalting=>exalt=>v,exalting,v,p,exalt,w,liu,f,
exalting=>exhilarate=>v,exalting,v,p,exhilarate,s,liu,f,
exalting=>inspire=>v,exalting,v,p,inspire,s,liu,f,
gooood=>None=>None,gooood,None,p,None,s,liu,f,
coercive=>None=>None,coercive,None,n,None,s,liu,f,
jubilate=>exuberate=>v,jubilate,v,p,exuberate,s,liu,f,
accursed=>accurse=>v,accursed,v,n,accurse,w,liu,f,
undependable=>unreliable=>a,undependable,a,n,unreliable,s,liu,f,
outsider=>foreigner=>n,outsider,n,n,foreigner,s,liu,f,
steadiness=>steadiness=>n,steadiness,n,p,steadiness,w,mpqa+liu,t,
wonderous=>None=>None,wonderous,None,p,None,s,liu,f,
blatant=>None=>None,blatant,None,n,None,s,liu,f,
frighten=>frighten=>v,frighten,v,n,frighten,s,mpqa+liu,t,
hottest=>hot=>a,hottest,a,p,hot,w,liu,f,
waste=>neutralize=>v,waste,v,n,neutralize,s,liu,f,
waste=>consume=>v,waste,v,n,consume,w,liu,f,
waste=>lay_waste_to=>v,waste,v,n,lay_waste_to,w,liu,f,
waste=>thriftlessness=>n,waste,n,n,thriftlessness,s,liu,f,
waste=>pine_away=>v,waste,v,n,pine_away,w,liu,f,
waste=>barren=>n,waste,n,n,barren,w,liu,f,
tyranny=>dictatorship=>n,tyranny,n,n,dictatorship,s,liu,f,
tyranny=>absolutism=>n,tyranny,n,n,absolutism,s,liu,f,
slumping=>decline=>v,slumping,v,n,decline,w,liu,f,
slumping=>slump=>v,slumping,v,n,slump,w,liu,f,
acclamation=>acclaim=>n,acclamation,n,p,acclaim,s,liu,f,
misguide=>misadvise=>v,misguide,v,n,misadvise,s,liu,f,
misguide=>mislead=>v,misguide,v,n,mislead,s,liu,f,
lawlessness=>lawlessness=>n,lawlessness,n,n,lawlessness,s,mpqa+liu,t,
lawlessness=>anarchy=>n,lawlessness,n,n,anarchy,w,liu,f,
enviousness=>envy=>n,enviousness,n,n,envy,w,liu,f,
sourly=>sourly=>r,sourly,r,n,sourly,w,liu,t,
lecherous=>None=>None,lecherous,None,n,None,s,liu,f,
pretentious=>pretentious=>a,pretentious,a,n,pretentious,w,liu,t,
pretentious=>ostentatious=>a,pretentious,a,n,ostentatious,w,liu,f,
remorselessly=>mercilessly=>r,remorselessly,r,n,mercilessly,w,liu,f,
smokescreen=>smoke_screen=>n,smokescreen,n,n,smoke_screen,w,liu,f,
exorbitantance=>None=>None,exorbitantance,None,n,None,s,liu,f,
layoff=>layoff=>n,layoff,n,n,layoff,w,liu,t,
delaying=>delay=>v,delaying,v,n,delay,w,liu,f,
delaying=>check=>v,delaying,v,n,check,w,liu,f,
delaying=>stay=>v,delaying,v,n,stay,w,liu,f,
lush=>alcoholic=>n,lush,n,p,alcoholic,w,liu,f,
cuss=>pest=>n,cuss,n,n,pest,w,liu,f,
cuss=>chap=>n,cuss,n,n,chap,w,liu,f,
cuss=>curse=>n,cuss,n,n,curse,s,liu,f,
cuss=>curse=>v,cuss,v,n,curse,w,liu,f,
immoderately=>immoderately=>r,immoderately,r,n,immoderately,s,mpqa+liu,t,
immoderately=>unreasonably=>r,immoderately,r,n,unreasonably,w,liu,f,
excessively=>excessively=>r,excessively,r,n,excessively,w,liu,t,
denial=>abnegation=>n,denial,n,n,abnegation,w,liu,f,
denial=>defense=>n,denial,n,n,defense,s,liu,f,
exagerates=>None=>None,exagerates,None,n,None,s,liu,f,
exagerated=>None=>None,exagerated,None,n,None,s,liu,f,
joyously=>gleefully=>r,joyously,r,p,gleefully,s,liu,f,
covenant=>covenant=>v,covenant,v,p,covenant,w,liu,t,
unimaginable=>None=>None,unimaginable,None,n,None,s,liu,f,
balk=>rafter=>n,balk,n,n,rafter,w,liu,f,
balk=>hindrance=>n,balk,n,n,hindrance,w,liu,f,
balk=>balk=>n,balk,n,n,balk,w,liu,t,
balk=>resist=>v,balk,v,n,resist,w,liu,f,
complemented=>complement=>v,complemented,v,p,complement,w,liu,f,
stumbled=>stumble=>v,stumbled,v,n,stumble,w,liu,f,
denigrate=>defame=>v,denigrate,v,n,defame,w,liu,f,
denigrate=>minimize=>v,denigrate,v,n,minimize,s,liu,f,
dust=>dust=>v,dust,v,n,dust,w,liu,t,
dust=>debris=>n,dust,n,n,debris,s,liu,f,
dust=>dust=>n,dust,n,n,dust,w,liu,t,
dust=>scatter=>v,dust,v,n,scatter,w,liu,f,
light-hearted=>None=>None,light-hearted,None,p,None,s,liu,f,
unimaginably=>unimaginably=>r,unimaginably,r,n,unimaginably,w,liu,t,
pleasantly=>pleasantly=>r,pleasantly,r,p,pleasantly,s,liu,t,
fascinate=>capture=>v,fascinate,v,p,capture,s,liu,f,
fascinate=>intrigue=>v,fascinate,v,p,intrigue,s,liu,f,
dissing=>diss=>v,dissing,v,n,diss,s,liu,f,
onerously=>onerously=>r,onerously,r,n,onerously,w,liu,t,
poisonously=>poisonously=>r,poisonously,r,n,poisonously,w,liu,t,
devilry=>mischief=>n,devilry,n,n,mischief,s,liu,f,
devilry=>deviltry=>n,devilry,n,n,deviltry,s,liu,f,
dissatisfying=>dissatisfy=>v,dissatisfying,v,n,dissatisfy,w,liu,f,
glut=>flood=>v,glut,v,n,flood,w,liu,f,
glut=>gorge=>v,glut,v,n,gorge,w,liu,f,
glum=>None=>None,glum,None,n,None,s,liu,f,
miserableness=>misery=>n,miserableness,n,n,misery,w,liu,f,
gentlest=>None=>None,gentlest,None,p,None,s,liu,f,
roomy=>roommate=>n,roomy,n,p,roommate,w,liu,f,
drawback=>drawback=>n,drawback,n,n,drawback,w,liu,t,
screwed-up=>None=>None,screwed-up,None,n,None,s,liu,f,
crack=>crack=>n,crack,n,n,crack,s,liu,t,
banish=>banish=>v,banish,v,n,banish,s,mpqa+liu+afinn,t,
fascinate=>fascinate=>v,fascinate,v,p,fascinate,s,mpqa+liu+afinn,t,
crack=>crevice=>n,crack,n,n,crevice,w,liu,f,
crack=>crack_up=>v,crack,v,n,crack_up,s,liu,f,
crack=>wisecrack=>n,crack,n,n,wisecrack,w,liu,f,
crack=>gap=>n,crack,n,n,gap,w,liu,f,
crack=>fracture=>n,crack,n,n,fracture,w,liu,f,
crack=>crack=>v,crack,v,n,crack,w,liu,t,
crack=>break_through=>v,crack,v,n,break_through,w,liu,f,
crack=>snap=>v,crack,v,n,snap,w,liu,f,
scoundrel=>villain=>n,scoundrel,n,n,villain,s,liu,f,
vain=>None=>None,vain,None,n,None,s,liu,f,
taunt=>tease=>v,taunt,v,n,tease,s,liu,f,
taunt=>twit=>n,taunt,n,n,twit,w,liu,f,
famously=>famously=>r,famously,r,p,famously,w,liu,t,
famously=>excellently=>r,famously,r,p,excellently,s,liu,f,
unquestionable=>unquestionable=>a,unquestionable,a,p,unquestionable,w,liu,t,
atrophy=>atrophy=>n,atrophy,n,n,atrophy,s,liu,t,
unneeded=>unnecessary=>a,unneeded,a,n,unnecessary,w,liu,f,
debatable=>None=>None,debatable,None,n,None,s,liu,f,
crisp=>wrinkle=>v,crisp,v,p,wrinkle,w,liu,f,
crisp=>chip=>n,crisp,n,p,chip,w,liu,f,
crisp=>crispen=>v,crisp,v,p,crispen,w,liu,f,
bigotry=>bigotry=>n,bigotry,n,n,bigotry,w,liu,t,
mistrustful=>None=>None,mistrustful,None,n,None,s,liu,f,
parasite=>leech=>n,parasite,n,n,leech,s,liu,f,
flickering=>flicker=>v,flickering,v,n,flicker,s,liu,f,
hissing=>boo=>v,hissing,v,n,boo,w,liu,f,
hissing=>hiss=>n,hissing,n,n,hiss,s,liu,f,
hissing=>hiss=>v,hissing,v,n,hiss,w,liu,f,
cruelest=>None=>None,cruelest,None,n,None,s,liu,f,
disbelief=>unbelief=>n,disbelief,n,n,unbelief,w,liu,f,
disbelief=>incredulity=>n,disbelief,n,n,incredulity,w,liu,f,
passion=>love=>n,passion,n,p,love,s,liu,f,
passion=>heat=>n,passion,n,p,heat,w,liu,f,
passion=>rage=>n,passion,n,p,rage,s,liu,f,
passion=>mania=>n,passion,n,p,mania,w,liu,f,
capability=>capability=>n,capability,n,p,capability,w,mpqa+liu,t,
blurry=>None=>None,blurry,None,n,None,s,liu,f,
imaginary=>complex_number=>n,imaginary,n,n,complex_number,w,liu,f,
fetid=>None=>None,fetid,None,n,None,s,liu,f,
gained=>acquire=>v,gained,v,p,acquire,s,liu,f,
gained=>advance=>v,gained,v,p,advance,w,liu,f,
gained=>reach=>v,gained,v,p,reach,w,liu,f,
gained=>profit=>v,gained,v,p,profit,s,liu,f,
gained=>derive=>v,gained,v,p,derive,w,liu,f,
idolize=>idolize=>v,idolize,v,p,idolize,s,mpqa+liu,t,
ingrate=>ingrate=>n,ingrate,n,n,ingrate,s,mpqa+liu,t,
diabolical=>None=>None,diabolical,None,n,None,s,liu,f,
high-priced=>None=>None,high-priced,None,n,None,s,liu,f,
villify=>None=>None,villify,None,n,None,s,liu,f,
rectify=>reform=>v,rectify,v,p,reform,w,liu,f,
rectify=>refine=>v,rectify,v,p,refine,w,liu,f,
rectify=>correct=>v,rectify,v,p,correct,s,liu,f,
commitment=>committedness=>n,commitment,n,p,committedness,s,liu,f,
disaffected=>estrange=>v,disaffected,v,n,estrange,w,liu,f,
disapproval=>disapproval=>n,disapproval,n,n,disapproval,s,mpqa+liu,t,
disapproval=>disfavor=>n,disapproval,n,n,disfavor,w,liu,f,
kooky=>None=>None,kooky,None,n,None,s,liu,f,
upliftment=>None=>None,upliftment,None,p,None,s,liu,f,
heresy=>unorthodoxy=>n,heresy,n,n,unorthodoxy,w,liu,f,
troubling=>trouble=>v,troubling,v,n,trouble,s,liu,f,
troubling=>disturb=>v,troubling,v,n,disturb,w,liu,f,
troubling=>perturb=>v,troubling,v,n,perturb,s,liu,f,
troubling=>trouble_oneself=>v,troubling,v,n,trouble_oneself,s,liu,f,
grate=>grate=>n,grate,n,n,grate,s,liu,t,
grate=>scrape=>v,grate,v,n,scrape,w,liu,f,
grate=>eat_into=>v,grate,v,n,eat_into,w,liu,f,
detestable=>None=>None,detestable,None,n,None,s,liu,f,
wretchedly=>wretchedly=>r,wretchedly,r,n,wretchedly,w,liu,t,
soreness=>discomfort=>n,soreness,n,n,discomfort,s,liu,f,
soreness=>tenderness=>n,soreness,n,n,tenderness,w,liu,f,
smooth=>legato=>a,smooth,a,p,legato,w,liu,f,
smooth=>smooth=>v,smooth,v,p,smooth,s,liu,t,
smooth=>smooth=>n,smooth,n,p,smooth,w,liu,t,
smooth=>polish=>v,smooth,v,p,polish,w,liu,f,
triumphant=>None=>None,triumphant,None,p,None,s,liu,f,
excitement=>excitation=>n,excitement,n,p,excitation,w,liu,f,
excitement=>exhilaration=>n,excitement,n,p,exhilaration,w,liu,f,
excitement=>agitation=>n,excitement,n,p,agitation,w,liu,f,
travesties=>travesty=>v,travesties,v,n,travesty,w,liu,f,
travesties=>parody=>n,travesties,n,n,parody,w,liu,f,
travesties=>farce=>n,travesties,n,n,farce,w,liu,f,
problem=>trouble=>n,problem,n,n,trouble,s,liu,f,
detestably=>detestably=>r,detestably,r,n,detestably,s,liu,t,
sumptuousness=>luxury=>n,sumptuousness,n,p,luxury,s,liu,f,
sumptuousness=>lavishness=>n,sumptuousness,n,p,lavishness,w,liu,f,
rightly=>rightly=>r,rightly,r,p,rightly,s,liu,t,
plunderer=>plunderer=>n,plunderer,n,n,plunderer,w,liu,t,
unwatchable=>None=>None,unwatchable,None,n,None,s,liu,f,
letch=>satyr=>n,letch,n,n,satyr,w,liu,f,
renowned=>None=>None,renowned,None,p,None,s,liu,f,
deadly=>madly=>r,deadly,r,n,madly,s,liu,f,
deadly=>deadly=>r,deadly,r,n,deadly,w,liu,t,
overwhelms=>submerge=>v,overwhelms,v,n,submerge,w,liu,f,
overwhelms=>overwhelm=>v,overwhelms,v,n,overwhelm,w,liu,f,
overwhelms=>overpower=>v,overwhelms,v,n,overpower,w,liu,f,
hooligan=>bully=>n,hooligan,n,n,bully,s,liu+afinn,f,
gained=>gain=>v,gained,v,p,gain,s,liu+afinn,f,
incorrigibly=>None=>None,incorrigibly,r,n,None,s,liu,f,
illusion=>delusion=>n,illusion,n,n,delusion,w,liu,f,
illusion=>magic_trick=>n,illusion,n,n,magic_trick,w,liu,f,
reckless=>None=>None,reckless,None,n,None,s,liu,f,
helped=>help=>v,helped,v,p,help,s,liu,f,
baffling=>baffle=>v,baffling,v,n,baffle,w,liu,f,
baffling=>thwart=>v,baffling,v,n,thwart,w,liu,f,
baffling=>perplex=>v,baffling,v,n,perplex,w,liu,f,
hotheaded=>None=>None,hotheaded,None,n,None,s,liu,f,
inspiration=>inhalation=>n,inspiration,n,p,inhalation,w,liu,f,
inspiration=>divine_guidance=>n,inspiration,n,p,divine_guidance,w,liu,f,
frightfully=>terribly=>r,frightfully,r,n,terribly,w,liu,f,
reprovingly=>reprovingly=>r,reprovingly,r,n,reprovingly,w,liu,t,
undercutting=>undercut=>v,undercutting,v,n,undercut,w,liu,f,
undercutting=>undersell=>v,undercutting,v,n,undersell,w,liu,f,
monstrous=>None=>None,monstrous,None,n,None,s,liu,f,
villainous=>None=>None,villainous,None,n,None,s,liu,f,
unspeakable=>None=>None,unspeakable,None,n,None,s,liu,f,
suicidal=>None=>None,suicidal,None,n,None,s,liu,f,
saver=>saver=>n,saver,n,p,saver,w,liu,t,
saver=>rescuer=>n,saver,n,p,rescuer,w,liu,f,
encouragingly=>encouragingly=>r,encouragingly,r,p,encouragingly,s,liu,t,
rapid=>rapid=>n,rapid,n,p,rapid,w,liu,t,
controversial=>controversial=>a,controversial,a,n,controversial,w,mpqa+liu,t,
brashly=>cheekily=>r,brashly,r,n,cheekily,w,liu,f,
stinks=>stink=>v,stinks,v,n,stink,s,liu,f,
stinks=>reek=>v,stinks,v,n,reek,s,liu,f,
stinks=>malodor=>n,stinks,n,n,malodor,s,liu,f,
asinininity=>None=>None,asinininity,None,n,None,s,liu,f,
spew=>spit=>v,spew,v,n,spit,w,liu,f,
spew=>spew=>v,spew,v,n,spew,w,liu,t,
spew=>vomit=>v,spew,v,n,vomit,w,liu,f,
excoriate=>chafe=>v,excoriate,v,n,chafe,s,liu,f,
excoriate=>condemn=>v,excoriate,v,n,condemn,w,liu,f,
tickle=>tickle=>n,tickle,n,p,tickle,w,liu,t,
tickle=>thrill=>v,tickle,v,p,thrill,w,liu,f,
jeeringly=>jeeringly=>r,jeeringly,r,n,jeeringly,w,liu,t,
daze=>daze=>n,daze,n,n,daze,s,liu,t,
daze=>dazzle=>v,daze,v,n,dazzle,w,liu,f,
daze=>stun=>v,daze,v,n,stun,w,liu,f,
regal=>None=>None,regal,None,p,None,s,liu,f,
slowest=>slowest=>r,slowest,r,n,slowest,w,liu,t,
slowest=>slow=>a,slowest,a,n,slow,w,liu,f,
blistering=>blister=>v,blistering,v,n,blister,s,liu,f,
blistering=>vesiculation=>n,blistering,n,n,vesiculation,w,liu,f,
distort=>contort=>v,distort,v,n,contort,w,liu,f,
distort=>twist=>v,distort,v,n,twist,w,liu,f,
distort=>deform=>v,distort,v,n,deform,w,liu,f,
distort=>tinge=>v,distort,v,n,tinge,w,liu,f,
manic=>None=>None,manic,None,n,None,s,liu,f,
fantastically=>fabulously=>r,fantastically,r,p,fabulously,s,liu,f,
grumpier=>None=>None,grumpier,None,n,None,s,liu,f,
bewildered=>bewilder=>v,bewildered,v,n,bewilder,s,liu,f,
bewildered=>perplex=>v,bewildered,v,n,perplex,w,liu,f,
exaggerate=>overdo=>v,exaggerate,v,n,overdo,w,liu,f,
pinch=>touch=>n,pinch,n,n,touch,w,liu,f,
pinch=>nip=>n,pinch,n,n,nip,s,liu,f,
pinch=>apprehension=>n,pinch,n,n,apprehension,w,liu,f,
pinch=>crimp=>v,pinch,v,n,crimp,w,liu,f,
pinch=>top=>v,pinch,v,n,top,w,liu,f,
pinch=>pilfer=>v,pinch,v,n,pilfer,s,liu,f,
pinch=>emergency=>n,pinch,n,n,emergency,s,liu,f,
relentlessly=>relentlessly=>r,relentlessly,r,n,relentlessly,w,liu,t,
triumph=>prevail=>v,triumph,v,p,prevail,s,liu,f,
triumph=>victory=>n,triumph,n,p,victory,s,liu,f,
triumph=>exuberate=>v,triumph,v,p,exuberate,s,liu,f,
triumph=>gloat=>v,triumph,v,p,gloat,s,liu,f,
triumph=>wallow=>v,triumph,v,p,wallow,s,liu,f,
advocate=>advocate=>n,advocate,n,p,advocate,w,liu,t,
advocate=>preach=>v,advocate,v,p,preach,s,liu,f,
advocate=>recommend=>v,advocate,v,p,recommend,w,liu,f,
monotonous=>None=>None,monotonous,None,n,None,s,liu,f,
blasphemy=>profanation=>n,blasphemy,n,n,profanation,w,liu,f,
depraved=>corrupt=>v,depraved,v,n,corrupt,s,liu,f,
blaspheme=>curse=>v,blaspheme,v,n,curse,w,liu,f,
decadence=>degeneracy=>n,decadence,n,n,degeneracy,w,liu,f,
incompatible=>antagonistic=>a,incompatible,a,n,antagonistic,w,liu,f,
incompatible=>incompatible=>a,incompatible,a,n,incompatible,w,mpqa+liu,t,
incompatible=>uncongenial=>a,incompatible,a,n,uncongenial,s,liu,f,
revolutionize=>revolutionize=>v,revolutionize,v,p,revolutionize,w,liu,t,
toll=>price=>n,toll,n,n,price,w,liu,f,
toll=>toll=>v,toll,v,n,toll,w,liu,t,
toll=>bell=>n,toll,n,n,bell,w,liu,f,
festive=>None=>None,festive,None,p,None,s,liu,f,
protection=>security=>n,protection,n,p,security,w,liu,f,
protection=>protective_covering=>n,protection,n,p,protective_covering,w,liu,f,
protection=>auspices=>n,protection,n,p,auspices,w,liu,f,
wastefulness=>waste=>n,wastefulness,n,n,waste,w,liu,f,
wastefulness=>thriftlessness=>n,wastefulness,n,n,thriftlessness,s,liu,f,
celebration=>celebration=>n,celebration,n,p,celebration,s,mpqa+liu,t,
stresses=>stress=>n,stresses,n,n,stress,s,liu,f,
stresses=>stress=>v,stresses,v,n,stress,w,liu,f,
stresses=>tension=>n,stresses,n,n,tension,w,liu,f,
stresses=>try=>v,stresses,v,n,try,w,liu,f,
foolishness=>stupidity=>n,foolishness,n,n,stupidity,w,liu,f,
foolishness=>folly=>n,foolishness,n,n,folly,w,liu,f,
god-send=>None=>None,god-send,None,p,None,s,liu,f,
exaggerate=>overstate=>v,exaggerate,v,n,overstate,w,liu+afinn,f,
kudos=>praise=>n,kudos,n,p,praise,s,liu+afinn,f,
scandal=>scandal=>n,scandal,n,n,scandal,w,mpqa+liu+afinn,t,
smoke=>roll_of_tobacco=>n,smoke,n,n,roll_of_tobacco,w,liu,f,
smoke=>fume=>v,smoke,v,n,fume,w,liu,f,
smoke=>smoke=>n,smoke,n,n,smoke,w,liu,t,
smoke=>pot=>n,smoke,n,n,pot,w,liu,f,
smoke=>fastball=>n,smoke,n,n,fastball,w,liu,f,
lonesome=>None=>None,lonesome,None,n,None,s,liu,f,
imaculate=>None=>None,imaculate,None,p,None,s,liu,f,
envious=>None=>None,envious,None,n,None,s,liu,f,
secure=>fasten=>v,secure,v,p,fasten,w,liu,f,
secure=>procure=>v,secure,v,p,procure,s,liu,f,
secure=>batten=>v,secure,v,p,batten,w,liu,f,
secure=>plug=>v,secure,v,p,plug,w,liu,f,
secure=>guarantee=>v,secure,v,p,guarantee,w,liu,f,
discontinuous=>discontinuous=>a,discontinuous,a,n,discontinuous,w,liu,t,
spooky=>None=>None,spooky,None,n,None,s,liu,f,
angrily=>angrily=>r,angrily,r,n,angrily,s,liu,t,
cheats=>cheat_on=>v,cheats,v,n,cheat_on,s,liu,f,
cheats=>deceiver=>n,cheats,n,n,deceiver,w,liu,f,
cheats=>cheat=>v,cheats,v,n,cheat,s,liu,f,
cheats=>chess=>n,cheats,n,n,chess,w,liu,f,
cheats=>swindle=>n,cheats,n,n,swindle,w,liu,f,
cheats=>darnel=>n,cheats,n,n,darnel,w,liu,f,
sparkling=>foam=>v,sparkling,v,p,foam,w,liu,f,
sparkling=>sparkle=>v,sparkling,v,p,sparkle,s,liu,f,
sparkling=>twinkle=>n,sparkling,n,p,twinkle,w,liu,f,
achievable=>None=>None,achievable,None,p,None,s,liu,f,
romantically=>romantically=>r,romantically,r,p,romantically,s,liu,t,
devastation=>destruction=>n,devastation,n,n,destruction,w,liu,f,
devastation=>ravaging=>n,devastation,n,n,ravaging,s,liu,f,
ploy=>gambit=>n,ploy,n,n,gambit,w,liu,f,
negative=>veto=>v,negative,v,n,veto,s,liu,f,
insult=>abuse=>n,insult,n,n,abuse,s,liu,f,
insult=>diss=>v,insult,v,n,diss,s,liu,f,
agonizingly=>agonizingly=>r,agonizingly,r,n,agonizingly,s,liu,t,
plagiarize=>plagiarize=>v,plagiarize,v,n,plagiarize,s,mpqa+liu,t,
snarky=>None=>None,snarky,None,n,None,s,liu,f,
award=>prize=>n,award,n,p,prize,w,liu,f,
wreaks=>bring=>v,wreaks,v,n,bring,w,liu,f,
sobering=>sober_up=>v,sobering,v,n,sober_up,s,liu,f,
unraveled=>unravel=>v,unraveled,v,n,unravel,w,liu,f,
unraveled=>ravel=>v,unraveled,v,n,ravel,w,liu,f,
unraveled=>run=>v,unraveled,v,n,run,w,liu,f,
adamant=>diamond=>n,adamant,n,n,diamond,w,liu,f,
striving=>strive=>v,striving,v,p,strive,w,liu,f,
striving=>endeavor=>v,striving,v,p,endeavor,w,liu,f,
overrun=>invade=>v,overrun,v,n,invade,w,liu,f,
overrun=>overproduction=>n,overrun,n,n,overproduction,w,liu,f,
overrun=>overflow=>v,overrun,v,n,overflow,w,liu,f,
overrun=>infest=>v,overrun,v,n,infest,w,liu,f,
err=>stray=>v,err,v,n,stray,w,liu,f,
work=>study=>n,work,n,p,study,s,liu,f,
work=>work=>n,work,n,p,work,w,liu,t,
work=>ferment=>v,work,v,p,ferment,w,liu,f,
work=>solve=>v,work,v,p,solve,w,liu,f,
work=>employment=>n,work,n,p,employment,w,liu,f,
work=>bring=>v,work,v,p,bring,w,liu,f,
work=>knead=>v,work,v,p,knead,w,liu,f,
work=>workplace=>n,work,n,p,workplace,w,liu,f,
work=>exploit=>v,work,v,p,exploit,s,liu,f,
work=>sour=>v,work,v,p,sour,w,liu,f,
work=>shape=>v,work,v,p,shape,w,liu,f,
work=>cultivate=>v,work,v,p,cultivate,w,liu,f,
work=>oeuvre=>n,work,n,p,oeuvre,w,liu,f,
